PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2020,26,X,2.00472,X,X,X,X,X,X,348,78,17359
States,Washington,2020,26,X,0.556953,X,X,X,X,X,X,93,44,16698
States,California,2020,27,X,1.53377,X,X,X,X,X,X,604,84,39380
States,Florida,2020,27,X,3.04605,X,X,X,X,X,X,6742,358,221336
States,Illinois,2020,27,X,0.633554,X,X,X,X,X,X,368,174,58085
States,Massachusetts,2020,27,X,0.606551,X,X,X,X,X,X,210,58,34622
States,New Jersey,2020,27,X,1.13842,X,X,X,X,X,X,245,33,21521
States,New York,2020,27,X,0.424689,X,X,X,X,X,X,193,122,45445
States,Texas,2020,27,X,2.27468,X,X,X,X,X,X,185,69,8133
States,Washington,2020,27,X,0.680747,X,X,X,X,X,X,117,43,17187
States,California,2020,28,X,1.62184,X,X,X,X,X,X,691,85,42606
States,Florida,2020,28,X,3.25288,X,X,X,X,X,X,7237,358,222480
States,Illinois,2020,28,X,0.73029,X,X,X,X,X,X,455,173,62304
States,Massachusetts,2020,28,X,0.626838,X,X,X,X,X,X,243,59,38766
States,New Jersey,2020,28,X,1.1832,X,X,X,X,X,X,269,33,22735
States,New York,2020,28,X,0.465711,X,X,X,X,X,X,222,123,47669
States,Texas,2020,28,X,2.00485,X,X,X,X,X,X,339,79,16909
States,Washington,2020,28,X,0.654503,X,X,X,X,X,X,113,43,17265
States,California,2020,29,X,1.55256,X,X,X,X,X,X,649,85,41802
States,Florida,2020,29,X,2.97065,X,X,X,X,X,X,6252,356,210459
States,Illinois,2020,29,X,0.72909,X,X,X,X,X,X,445,170,61035
States,Massachusetts,2020,29,X,0.61946,X,X,X,X,X,X,246,58,39712
States,New Jersey,2020,29,X,1.21134,X,X,X,X,X,X,255,32,21051
States,New York,2020,29,X,0.509557,X,X,X,X,X,X,233,123,45726
States,Texas,2020,29,X,1.93511,X,X,X,X,X,X,300,77,15503
States,Washington,2020,29,X,0.713747,X,X,X,X,X,X,123,43,17233
States,California,2020,30,X,1.38562,X,X,X,X,X,X,731,100,52756
States,Florida,2020,30,X,2.20806,X,X,X,X,X,X,4406,356,199542
States,Illinois,2020,30,X,0.79817,X,X,X,X,X,X,485,171,60764
States,Massachusetts,2020,30,X,0.557166,X,X,X,X,X,X,221,57,39665
States,New Jersey,2020,30,X,1.13751,X,X,X,X,X,X,270,33,23736
States,New York,2020,30,X,0.523225,X,X,X,X,X,X,237,123,45296
States,Texas,2020,30,X,1.75671,X,X,X,X,X,X,279,77,15882
States,Washington,2020,30,X,0.559879,X,X,X,X,X,X,100,43,17861
States,California,2020,31,X,1.41639,X,X,X,X,X,X,724,99,51116
States,Florida,2020,31,X,1.8341,X,X,X,X,X,X,3561,355,194155
States,Illinois,2020,31,X,0.887013,X,X,X,X,X,X,561,173,63246
States,Massachusetts,2020,31,X,0.650521,X,X,X,X,X,X,267,58,41044
States,New Jersey,2020,31,X,1.4255,X,X,X,X,X,X,312,32,21887
States,New York,2020,31,X,0.522652,X,X,X,X,X,X,232,123,44389
States,Texas,2020,31,X,1.29616,X,X,X,X,X,X,192,79,14813
States,Washington,2020,31,X,0.622084,X,X,X,X,X,X,108,44,17361
States,California,2020,32,X,1.18256,X,X,X,X,X,X,603,100,50991
States,Florida,2020,32,X,1.50598,X,X,X,X,X,X,2855,357,189578
States,Illinois,2020,32,X,0.990406,X,X,X,X,X,X,606,171,61187
States,Massachusetts,2020,32,X,0.659858,X,X,X,X,X,X,272,57,41221
States,New Jersey,2020,32,X,1.49644,X,X,X,X,X,X,349,33,23322
States,New York,2020,32,X,0.483196,X,X,X,X,X,X,224,123,46358
States,Texas,2020,32,X,1.29878,X,X,X,X,X,X,225,80,17324
States,Washington,2020,32,X,0.492696,X,X,X,X,X,X,85,43,17252
States,California,2020,33,X,1.00019,X,X,X,X,X,X,528,96,52790
States,Florida,2020,33,X,1.36543,X,X,X,X,X,X,2546,357,186461
States,Illinois,2020,33,X,0.76941,X,X,X,X,X,X,462,169,60046
States,Massachusetts,2020,33,X,0.777208,X,X,X,X,X,X,317,58,40787
States,New Jersey,2020,33,X,1.45083,X,X,X,X,X,X,351,33,24193
States,New York,2020,33,X,0.52421,X,X,X,X,X,X,228,122,43494
States,Texas,2020,33,X,1.13144,X,X,X,X,X,X,180,79,15909
States,Washington,2020,33,X,0.566721,X,X,X,X,X,X,97,44,17116
States,California,2020,34,X,0.798982,X,X,X,X,X,X,427,98,53443
States,Florida,2020,34,X,1.2596,X,X,X,X,X,X,2335,357,185377
States,Illinois,2020,34,X,0.89657,X,X,X,X,X,X,567,171,63241
States,Massachusetts,2020,34,X,0.759364,X,X,X,X,X,X,312,57,41087
States,New Jersey,2020,34,X,1.34956,X,X,X,X,X,X,316,33,23415
States,New York,2020,34,X,0.739927,X,X,X,X,X,X,330,122,44599
States,Texas,2020,34,X,1.11167,X,X,X,X,X,X,89,30,8006
States,Washington,2020,34,X,0.589053,X,X,X,X,X,X,106,44,17995
States,California,2020,35,X,0.810917,X,X,X,X,X,X,435,99,53643
States,Florida,2020,35,X,1.17044,X,X,X,X,X,X,2212,356,188989
States,Illinois,2020,35,X,0.776458,X,X,X,X,X,X,500,170,64395
States,Massachusetts,2020,35,X,0.696873,X,X,X,X,X,X,287,58,41184
States,New Jersey,2020,35,X,1.2799,X,X,X,X,X,X,305,33,23830
States,New York,2020,35,X,0.724231,X,X,X,X,X,X,323,121,44599
States,Texas,2020,35,X,0.811312,X,X,X,X,X,X,70,65,8628
States,Washington,2020,35,X,0.430132,X,X,X,X,X,X,76,43,17669
States,California,2020,36,X,0.799791,X,X,X,X,X,X,429,99,53639
States,Florida,2020,36,X,1.14792,X,X,X,X,X,X,2203,357,191912
States,Illinois,2020,36,X,0.68782,X,X,X,X,X,X,429,171,62371
States,Massachusetts,2020,36,X,0.691485,X,X,X,X,X,X,284,59,41071
States,New Jersey,2020,36,X,1.19963,X,X,X,X,X,X,287,32,23924
States,New York,2020,36,X,0.621846,X,X,X,X,X,X,276,122,44384
States,Texas,2020,36,X,0.956881,X,X,X,X,X,X,81,30,8465
States,Washington,2020,36,X,0.579761,X,X,X,X,X,X,99,43,17076
States,California,2020,37,X,0.846416,X,X,X,X,X,X,427,95,50448
States,Florida,2020,37,X,1.29709,X,X,X,X,X,X,2500,359,192739
States,Illinois,2020,37,X,0.655539,X,X,X,X,X,X,390,170,59493
States,Massachusetts,2020,37,X,0.725985,X,X,X,X,X,X,289,60,39808
States,New Jersey,2020,37,X,1.351,X,X,X,X,X,X,316,33,23390
States,New York,2020,37,X,0.669827,X,X,X,X,X,X,284,122,42399
States,Texas,2020,37,X,1.38769,X,X,X,X,X,X,177,43,12755
States,Washington,2020,37,X,0.641345,X,X,X,X,X,X,103,42,16060
States,California,2020,38,X,0.784046,X,X,X,X,X,X,436,105,55609
States,Florida,2020,38,X,1.30278,X,X,X,X,X,X,2535,358,194584
States,Illinois,2020,38,X,0.645223,X,X,X,X,X,X,407,172,63079
States,Massachusetts,2020,38,X,0.711484,X,X,X,X,X,X,292,60,41041
States,New Jersey,2020,38,X,1.26945,X,X,X,X,X,X,301,32,23711
States,New York,2020,38,X,0.77839,X,X,X,X,X,X,353,123,45350
States,Texas,2020,38,X,1.20619,X,X,X,X,X,X,106,30,8788
States,Washington,2020,38,X,0.528045,X,X,X,X,X,X,90,44,17044
States,California,2020,39,X,0.896579,X,X,X,X,X,X,471,93,52533
States,Florida,2020,39,X,1.35343,X,X,X,X,X,X,2660,357,196537
States,Illinois,2020,39,X,0.733177,X,X,X,X,X,X,499,174,68060
States,Massachusetts,2020,39,X,0.715325,X,X,X,X,X,X,295,59,41240
States,New Jersey,2020,39,X,1.22692,X,X,X,X,X,X,291,33,23718
States,New York,2020,39,X,0.862973,X,X,X,X,X,X,395,122,45772
States,Texas,2020,39,X,1.26102,X,X,X,X,X,X,505,56,40047
States,Washington,2020,39,X,0.67876,X,X,X,X,X,X,116,37,17090
States,California,2020,40,X,0.849375,X,X,X,X,X,X,488,110,57454
States,Florida,2020,40,X,1.38067,X,X,X,X,X,X,2746,361,198889
States,Illinois,2020,40,X,0.823758,X,X,X,X,X,X,590,182,71623
States,Massachusetts,2020,40,X,0.665719,X,X,X,X,X,X,431,97,64742
States,New Jersey,2020,40,X,1.45455,X,X,X,X,X,X,360,36,24750
States,New York,2020,40,X,0.881096,X,X,X,X,X,X,406,125,46079
States,Texas,2020,40,X,1.34739,X,X,X,X,X,X,565,65,41933
States,Washington,2020,40,X,0.660884,X,X,X,X,X,X,112,39,16947
States,California,2020,41,X,1.04313,X,X,X,X,X,X,676,119,64805
States,Florida,2020,41,X,1.57518,X,X,X,X,X,X,3307,362,209944
States,Illinois,2020,41,X,0.983943,X,X,X,X,X,X,739,188,75106
States,Massachusetts,2020,41,X,0.825342,X,X,X,X,X,X,488,90,59127
States,New Jersey,2020,41,X,1.59866,X,X,X,X,X,X,402,36,25146
States,New York,2020,41,X,0.925477,X,X,X,X,X,X,458,125,49488
States,Texas,2020,41,X,1.48922,X,X,X,X,X,X,751,81,50429
States,Washington,2020,41,X,0.784446,X,X,X,X,X,X,140,43,17847
States,California,2020,42,X,0.992639,X,X,X,X,X,X,650,122,65482
States,Florida,2020,42,X,1.53332,X,X,X,X,X,X,3214,361,209610
States,Illinois,2020,42,X,0.862162,X,X,X,X,X,X,641,188,74348
States,Massachusetts,2020,42,X,0.649545,X,X,X,X,X,X,369,90,56809
States,New Jersey,2020,42,X,1.65582,X,X,X,X,X,X,397,36,23976
States,New York,2020,42,X,0.856567,X,X,X,X,X,X,408,125,47632
States,Texas,2020,42,X,1.52946,X,X,X,X,X,X,745,74,48710
States,Washington,2020,42,X,0.523062,X,X,X,X,X,X,88,43,16824
States,California,2020,43,X,0.995457,X,X,X,X,X,X,642,120,64493
States,Florida,2020,43,X,1.52305,X,X,X,X,X,X,3174,362,208397
States,Illinois,2020,43,X,1.01195,X,X,X,X,X,X,739,189,73027
States,Massachusetts,2020,43,X,0.7103,X,X,X,X,X,X,401,89,56455
States,New Jersey,2020,43,X,1.79331,X,X,X,X,X,X,451,36,25149
States,New York,2020,43,X,0.842508,X,X,X,X,X,X,401,126,47596
States,Texas,2020,43,X,1.44101,X,X,X,X,X,X,614,65,42609
States,Washington,2020,43,X,0.615345,X,X,X,X,X,X,96,44,15601
States,California,2020,44,X,1.15562,X,X,X,X,X,X,729,118,63083
States,Florida,2020,44,X,1.52716,X,X,X,X,X,X,3206,361,209932
States,Illinois,2020,44,X,1.21673,X,X,X,X,X,X,874,188,71832
States,Massachusetts,2020,44,X,0.823689,X,X,X,X,X,X,437,90,53054
States,New Jersey,2020,44,X,1.86805,X,X,X,X,X,X,442,36,23661
States,New York,2020,44,X,0.87251,X,X,X,X,X,X,389,127,44584
States,Texas,2020,44,X,1.55983,X,X,X,X,X,X,720,76,46159
States,Washington,2020,44,X,0.830102,X,X,X,X,X,X,137,51,16504
States,California,2020,45,X,1.2992,X,X,X,X,X,X,853,118,65656
States,Florida,2020,45,X,1.59608,X,X,X,X,X,X,3314,361,207634
States,Illinois,2020,45,X,1.48618,X,X,X,X,X,X,1138,189,76572
States,Massachusetts,2020,45,X,0.955625,X,X,X,X,X,X,547,92,57240
States,New Jersey,2020,45,X,2.53701,X,X,X,X,X,X,605,34,23847
States,New York,2020,45,X,1.03146,X,X,X,X,X,X,476,124,46148
States,Texas,2020,45,X,1.78136,X,X,X,X,X,X,905,82,50804
States,Washington,2020,45,X,0.784004,X,X,X,X,X,X,129,51,16454
States,California,2020,46,X,1.42337,X,X,X,X,X,X,871,118,61193
States,Florida,2020,46,X,1.59953,X,X,X,X,X,X,3414,361,213438
States,Illinois,2020,46,X,1.44305,X,X,X,X,X,X,1122,190,77752
States,Massachusetts,2020,46,X,0.96886,X,X,X,X,X,X,584,93,60277
States,New Jersey,2020,46,X,2.80562,X,X,X,X,X,X,725,35,25841
States,New York,2020,46,X,1.16537,X,X,X,X,X,X,562,125,48225
States,Texas,2020,46,X,1.95164,X,X,X,X,X,X,1038,80,53186
States,Washington,2020,46,X,0.91421,X,X,X,X,X,X,151,50,16517
States,California,2020,47,X,1.577,X,X,X,X,X,X,1084,118,68738
States,Florida,2020,47,X,1.6368,X,X,X,X,X,X,3541,361,216337
States,Illinois,2020,47,X,1.39575,X,X,X,X,X,X,1003,187,71861
States,Massachusetts,2020,47,X,0.974493,X,X,X,X,X,X,562,91,57671
States,New Jersey,2020,47,X,3.02809,X,X,X,X,X,X,747,35,24669
States,New York,2020,47,X,1.22542,X,X,X,X,X,X,577,125,47086
States,Texas,2020,47,X,1.83988,X,X,X,X,X,X,936,78,50873
States,Washington,2020,47,X,0.96782,X,X,X,X,X,X,160,51,16532
States,California,2020,48,X,1.95649,X,X,X,X,X,X,1125,115,57501
States,Florida,2020,48,X,1.70361,X,X,X,X,X,X,3513,362,206209
States,Illinois,2020,48,X,1.23645,X,X,X,X,X,X,772,190,62437
States,Massachusetts,2020,48,X,1.178,X,X,X,X,X,X,600,91,50934
States,New Jersey,2020,48,X,3.414,X,X,X,X,X,X,790,35,23140
States,New York,2020,48,X,1.21522,X,X,X,X,X,X,539,125,44354
States,Texas,2020,48,X,1.88626,X,X,X,X,X,X,801,79,42465
States,Washington,2020,48,X,0.922299,X,X,X,X,X,X,146,51,15830
States,California,2020,49,X,1.74149,X,X,X,X,X,X,1237,115,71031
States,Florida,2020,49,X,1.77036,X,X,X,X,X,X,3777,361,213346
States,Illinois,2020,49,X,1.00892,X,X,X,X,X,X,689,185,68291
States,Massachusetts,2020,49,X,1.09717,X,X,X,X,X,X,641,91,58423
States,New Jersey,2020,49,X,3.31967,X,X,X,X,X,X,753,33,22683
States,New York,2020,49,X,1.40623,X,X,X,X,X,X,589,125,41885
States,Texas,2020,49,X,1.76151,X,X,X,X,X,X,794,71,45075
States,Washington,2020,49,X,0.746175,X,X,X,X,X,X,119,49,15948
States,California,2020,50,X,1.96875,X,X,X,X,X,X,1337,114,67911
States,Florida,2020,50,X,1.67958,X,X,X,X,X,X,3539,360,210707
States,Illinois,2020,50,X,0.987136,X,X,X,X,X,X,663,188,67164
States,Massachusetts,2020,50,X,1.04216,X,X,X,X,X,X,590,92,56613
States,New Jersey,2020,50,X,2.82342,X,X,X,X,X,X,665,34,23553
States,New York,2020,50,X,1.64306,X,X,X,X,X,X,747,124,45464
States,Texas,2020,50,X,1.675,X,X,X,X,X,X,834,80,49791
States,Washington,2020,50,X,0.770967,X,X,X,X,X,X,123,49,15954
States,California,2020,51,X,1.99653,X,X,X,X,X,X,1267,114,63460
States,Florida,2020,51,X,1.80922,X,X,X,X,X,X,3964,360,219100
States,Illinois,2020,51,X,0.901844,X,X,X,X,X,X,577,185,63980
States,Massachusetts,2020,51,X,1.05308,X,X,X,X,X,X,548,91,52038
States,New Jersey,2020,51,X,2.67231,X,X,X,X,X,X,594,33,22228
States,New York,2020,51,X,1.43254,X,X,X,X,X,X,614,125,42861
States,Texas,2020,51,X,1.7002,X,X,X,X,X,X,638,65,37525
States,Washington,2020,51,X,0.895278,X,X,X,X,X,X,142,47,15861
States,California,2020,52,X,2.18971,X,X,X,X,X,X,1070,111,48865
States,Florida,2020,52,X,1.88337,X,X,X,X,X,X,3809,360,202244
States,Illinois,2020,52,X,0.819472,X,X,X,X,X,X,470,189,57354
States,Massachusetts,2020,52,X,1.098,X,X,X,X,X,X,552,91,50273
States,New Jersey,2020,52,X,2.73098,X,X,X,X,X,X,569,33,20835
States,New York,2020,52,X,1.50536,X,X,X,X,X,X,638,124,42382
States,Texas,2020,52,X,1.77187,X,X,X,X,X,X,722,75,40748
States,Washington,2020,52,X,0.813061,X,X,X,X,X,X,124,47,15251
States,California,2020,53,X,2.04121,X,X,X,X,X,X,1070,113,52420
States,Florida,2020,53,X,2.10787,X,X,X,X,X,X,4767,359,226153
States,Illinois,2020,53,X,0.89392,X,X,X,X,X,X,533,189,59625
States,Massachusetts,2020,53,X,1.09182,X,X,X,X,X,X,571,92,52298
States,New Jersey,2020,53,X,2.51867,X,X,X,X,X,X,560,33,22234
States,New York,2020,53,X,1.68594,X,X,X,X,X,X,774,124,45909
States,Texas,2020,53,X,1.89332,X,X,X,X,X,X,739,65,39032
States,Washington,2020,53,X,0.780012,X,X,X,X,X,X,128,47,16410
States,California,2021,1,X,1.83407,X,X,X,X,X,X,1131,118,61666
States,Florida,2021,1,X,2.05423,X,X,X,X,X,X,4695,359,228553
States,Illinois,2021,1,X,0.805435,X,X,X,X,X,X,543,188,67417
States,Massachusetts,2021,1,X,0.991023,X,X,X,X,X,X,563,92,56810
States,New Jersey,2021,1,X,2.65598,X,X,X,X,X,X,636,34,23946
States,New York,2021,1,X,1.70195,X,X,X,X,X,X,816,125,47945
States,Texas,2021,1,X,1.66909,X,X,X,X,X,X,872,79,52244
States,Washington,2021,1,X,0.53415,X,X,X,X,X,X,89,47,16662
States,California,2021,2,X,1.5608,X,X,X,X,X,X,975,117,62468
States,Florida,2021,2,X,1.81573,X,X,X,X,X,X,3965,358,218370
States,Illinois,2021,2,X,0.76731,X,X,X,X,X,X,501,187,65293
States,Massachusetts,2021,2,X,0.772562,X,X,X,X,X,X,421,93,54494
States,New Jersey,2021,2,X,2.28953,X,X,X,X,X,X,539,33,23542
States,New York,2021,2,X,1.19633,X,X,X,X,X,X,535,113,44720
States,Texas,2021,2,X,1.31743,X,X,X,X,X,X,539,66,40913
States,Washington,2021,2,X,0.79191,X,X,X,X,X,X,130,47,16416
States,California,2021,3,X,1.27109,X,X,X,X,X,X,760,117,59791
States,Florida,2021,3,X,1.81989,X,X,X,X,X,X,4033,361,221607
States,Illinois,2021,3,X,0.70944,X,X,X,X,X,X,457,189,64417
States,Massachusetts,2021,3,X,0.75212,X,X,X,X,X,X,400,92,53183
States,New Jersey,2021,3,X,2.43429,X,X,X,X,X,X,564,34,23169
States,New York,2021,3,X,1.48119,X,X,X,X,X,X,647,125,43681
States,Texas,2021,3,X,1.57762,X,X,X,X,X,X,766,77,48554
States,Washington,2021,3,X,0.60307,X,X,X,X,X,X,99,47,16416
States,California,2021,4,X,1.13856,X,X,X,X,X,X,665,117,58407
States,Florida,2021,4,X,1.71648,X,X,X,X,X,X,3885,361,226335
States,Illinois,2021,4,X,0.650296,X,X,X,X,X,X,420,188,64586
States,Massachusetts,2021,4,X,0.74451,X,X,X,X,X,X,398,92,53458
States,New Jersey,2021,4,X,2.39404,X,X,X,X,X,X,540,33,22556
States,New York,2021,4,X,1.14576,X,X,X,X,X,X,499,126,43552
States,Texas,2021,4,X,1.40339,X,X,X,X,X,X,594,75,42326
States,Washington,2021,4,X,0.525656,X,X,X,X,X,X,88,47,16741
States,California,2021,5,X,1.05363,X,X,X,X,X,X,646,117,61312
States,Florida,2021,5,X,1.67128,X,X,X,X,X,X,3632,358,217319
States,Illinois,2021,5,X,0.643881,X,X,X,X,X,X,425,188,66006
States,Massachusetts,2021,5,X,0.56494,X,X,X,X,X,X,298,91,52749
States,New Jersey,2021,5,X,2.18519,X,X,X,X,X,X,472,33,21600
States,New York,2021,5,X,1.05889,X,X,X,X,X,X,447,125,42214
States,Texas,2021,5,X,2.42125,X,X,X,X,X,X,1196,80,49396
States,Washington,2021,5,X,0.530004,X,X,X,X,X,X,90,39,16981
States,California,2021,6,X,0.896876,X,X,X,X,X,X,536,117,59763
States,Florida,2021,6,X,1.57965,X,X,X,X,X,X,3582,359,226759
States,Illinois,2021,6,X,0.487682,X,X,X,X,X,X,309,186,63361
States,Massachusetts,2021,6,X,0.525871,X,X,X,X,X,X,280,91,53245
States,New Jersey,2021,6,X,1.81818,X,X,X,X,X,X,398,32,21890
States,New York,2021,6,X,1.02586,X,X,X,X,X,X,447,126,43573
States,Texas,2021,6,X,1.64613,X,X,X,X,X,X,183,41,11117
States,Washington,2021,6,X,0.660335,X,X,X,X,X,X,89,38,13478
States,California,2021,7,X,0.80568,X,X,X,X,X,X,455,116,56474
States,Florida,2021,7,X,1.56978,X,X,X,X,X,X,3502,359,223088
States,Illinois,2021,7,X,0.463383,X,X,X,X,X,X,276,186,59562
States,Massachusetts,2021,7,X,0.510005,X,X,X,X,X,X,262,92,51372
States,New Jersey,2021,7,X,1.8901,X,X,X,X,X,X,399,32,21110
States,New York,2021,7,X,0.87301,X,X,X,X,X,X,368,125,42153
States,Texas,2021,7,X,2.10627,X,X,X,X,X,X,44,40,2089
States,Washington,2021,7,X,0.505543,X,X,X,X,X,X,83,39,16418
States,California,2021,8,X,0.843978,X,X,X,X,X,X,516,113,61139
States,Florida,2021,8,X,1.52344,X,X,X,X,X,X,3408,358,223704
States,Illinois,2021,8,X,0.467835,X,X,X,X,X,X,325,187,69469
States,Massachusetts,2021,8,X,0.460251,X,X,X,X,X,X,264,93,57360
States,New Jersey,2021,8,X,1.66458,X,X,X,X,X,X,385,32,23129
States,New York,2021,8,X,0.805191,X,X,X,X,X,X,371,126,46076
States,Texas,2021,8,X,1.0305,X,X,X,X,X,X,450,61,43668
States,Washington,2021,8,X,0.539394,X,X,X,X,X,X,89,38,16500
States,California,2021,9,X,0.820181,X,X,X,X,X,X,502,114,61206
States,Florida,2021,9,X,1.51643,X,X,X,X,X,X,3456,358,227904
States,Illinois,2021,9,X,0.438702,X,X,X,X,X,X,293,186,66788
States,Massachusetts,2021,9,X,0.503864,X,X,X,X,X,X,283,93,56166
States,New Jersey,2021,9,X,1.77561,X,X,X,X,X,X,408,32,22978
States,New York,2021,9,X,0.912473,X,X,X,X,X,X,417,126,45700
States,Texas,2021,9,X,0.840607,X,X,X,X,X,X,391,78,46514
States,Washington,2021,9,X,0.501177,X,X,X,X,X,X,83,38,16561
States,California,2021,10,X,0.75457,X,X,X,X,X,X,466,114,61757
States,Florida,2021,10,X,1.59782,X,X,X,X,X,X,3594,359,224932
States,Illinois,2021,10,X,0.450006,X,X,X,X,X,X,310,186,68888
States,Massachusetts,2021,10,X,0.546581,X,X,X,X,X,X,314,89,57448
States,New Jersey,2021,10,X,2.146,X,X,X,X,X,X,503,32,23439
States,New York,2021,10,X,0.972795,X,X,X,X,X,X,462,125,47492
States,Texas,2021,10,X,0.957728,X,X,X,X,X,X,348,60,36336
States,Washington,2021,10,X,0.408719,X,X,X,X,X,X,69,45,16882
States,California,2021,11,X,0.739377,X,X,X,X,X,X,462,114,62485
States,Florida,2021,11,X,1.67014,X,X,X,X,X,X,3820,359,228723
States,Illinois,2021,11,X,0.477721,X,X,X,X,X,X,321,182,67194
States,Massachusetts,2021,11,X,0.532256,X,X,X,X,X,X,307,93,57679
States,New Jersey,2021,11,X,2.27302,X,X,X,X,X,X,532,31,23405
States,New York,2021,11,X,1.08844,X,X,X,X,X,X,518,126,47591
States,Texas,2021,11,X,1.01826,X,X,X,X,X,X,459,73,45077
States,Washington,2021,11,X,0.561026,X,X,X,X,X,X,98,45,17468
States,California,2021,12,X,0.810404,X,X,X,X,X,X,501,115,61821
States,Florida,2021,12,X,1.76942,X,X,X,X,X,X,4146,358,234314
States,Illinois,2021,12,X,0.573654,X,X,X,X,X,X,411,186,71646
States,Massachusetts,2021,12,X,0.540346,X,X,X,X,X,X,330,93,61072
States,New Jersey,2021,12,X,2.31988,X,X,X,X,X,X,577,32,24872
States,New York,2021,12,X,1.01204,X,X,X,X,X,X,490,126,48417
States,Texas,2021,12,X,1.03076,X,X,X,X,X,X,433,73,42008
States,Washington,2021,12,X,0.599955,X,X,X,X,X,X,106,45,17668
States,California,2021,13,X,0.780964,X,X,X,X,X,X,491,115,62871
States,Florida,2021,13,X,1.88876,X,X,X,X,X,X,4469,359,236610
States,Illinois,2021,13,X,0.576674,X,X,X,X,X,X,409,185,70924
States,Massachusetts,2021,13,X,0.611114,X,X,X,X,X,X,365,91,59727
States,New Jersey,2021,13,X,2.42753,X,X,X,X,X,X,577,32,23769
States,New York,2021,13,X,1.08874,X,X,X,X,X,X,505,126,46384
States,Texas,2021,13,X,1.09897,X,X,X,X,X,X,546,76,49683
States,Washington,2021,13,X,0.551146,X,X,X,X,X,X,100,45,18144
States,California,2021,14,X,0.78613,X,X,X,X,X,X,516,116,65638
States,Florida,2021,14,X,2.13248,X,X,X,X,X,X,5145,357,241268
States,Illinois,2021,14,X,0.743625,X,X,X,X,X,X,571,184,76786
States,Massachusetts,2021,14,X,0.633889,X,X,X,X,X,X,398,92,62787
States,New Jersey,2021,14,X,2.25406,X,X,X,X,X,X,535,32,23735
States,New York,2021,14,X,1.24353,X,X,X,X,X,X,591,122,47526
States,Texas,2021,14,X,1.43881,X,X,X,X,X,X,753,75,52335
States,Washington,2021,14,X,0.67256,X,X,X,X,X,X,210,68,31224
States,California,2021,15,X,0.898389,X,X,X,X,X,X,625,116,69569
States,Florida,2021,15,X,2.34155,X,X,X,X,X,X,5845,359,249621
States,Illinois,2021,15,X,0.646482,X,X,X,X,X,X,502,184,77651
States,Massachusetts,2021,15,X,0.544362,X,X,X,X,X,X,348,91,63928
States,New Jersey,2021,15,X,2.22294,X,X,X,X,X,X,549,32,24697
States,New York,2021,15,X,1.15906,X,X,X,X,X,X,552,125,47625
States,Texas,2021,15,X,1.37112,X,X,X,X,X,X,735,74,53606
States,Washington,2021,15,X,0.697912,X,X,X,X,X,X,246,69,35248
States,California,2021,16,X,0.840497,X,X,X,X,X,X,572,113,68055
States,Florida,2021,16,X,2.40529,X,X,X,X,X,X,5908,356,245625
States,Illinois,2021,16,X,0.79875,X,X,X,X,X,X,557,180,69734
States,Massachusetts,2021,16,X,0.524562,X,X,X,X,X,X,318,92,60622
States,New Jersey,2021,16,X,1.93213,X,X,X,X,X,X,480,32,24843
States,New York,2021,16,X,1.25811,X,X,X,X,X,X,584,123,46419
States,Texas,2021,16,X,1.50096,X,X,X,X,X,X,657,60,43772
States,Washington,2021,16,X,0.653702,X,X,X,X,X,X,239,68,36561
States,California,2021,17,X,0.933159,X,X,X,X,X,X,614,111,65798
States,Florida,2021,17,X,2.38805,X,X,X,X,X,X,5850,358,244970
States,Illinois,2021,17,X,0.755096,X,X,X,X,X,X,549,180,72706
States,Massachusetts,2021,17,X,0.510864,X,X,X,X,X,X,328,92,64205
States,New Jersey,2021,17,X,1.92565,X,X,X,X,X,X,489,31,25394
States,New York,2021,17,X,1.17598,X,X,X,X,X,X,540,122,45919
States,Texas,2021,17,X,1.44488,X,X,X,X,X,X,776,73,53707
States,Washington,2021,17,X,0.77281,X,X,X,X,X,X,279,68,36102
States,California,2021,18,X,0.999044,X,X,X,X,X,X,627,105,62760
States,Florida,2021,18,X,2.41342,X,X,X,X,X,X,5786,357,239743
States,Illinois,2021,18,X,0.673228,X,X,X,X,X,X,485,179,72041
States,Massachusetts,2021,18,X,0.537107,X,X,X,X,X,X,345,91,64233
States,New Jersey,2021,18,X,1.86388,X,X,X,X,X,X,465,31,24948
States,New York,2021,18,X,1.17592,X,X,X,X,X,X,574,122,48813
States,Texas,2021,18,X,1.36473,X,X,X,X,X,X,740,72,54223
States,Washington,2021,18,X,0.71346,X,X,X,X,X,X,253,68,35461
States,California,2021,19,X,1.10909,X,X,X,X,X,X,709,108,63926
States,Florida,2021,19,X,2.45543,X,X,X,X,X,X,5741,353,233808
States,Illinois,2021,19,X,0.819467,X,X,X,X,X,X,557,177,67971
States,Massachusetts,2021,19,X,0.590751,X,X,X,X,X,X,384,91,65002
States,New Jersey,2021,19,X,1.79697,X,X,X,X,X,X,442,32,24597
States,New York,2021,19,X,1.39,X,X,X,X,X,X,660,120,47482
